transaction_id,transaction_datetime,customer_id,customer_full_name,customer_age,customer_country,customer_loyalty_tier,customer_account_age_days,product_category,product_subcategory,quantity_purchased,unit_price_usd,gross_amount_usd,loyalty_discount_pct,promo_discount_pct,total_discount_pct,discount_amount_usd,net_amount_before_tax_usd,tax_rate,tax_amount_usd,net_amount_after_tax_usd,shipping_fee_usd,total_transaction_amount_usd,payment_method,device_type,days_since_last_purchase,is_fraudulent,is_returned,is_churned_customer
TXN0005571,2024-01-16 01:13:46,CUST01155,Mohammed Martin,26,United Kingdom,Silver,2946,Clothing,Shoes,2,205.53,411.06,0.05,0.0,0.05,20.55,390.51,0.094,36.71,427.22,0.0,427.22,Debit Card,Desktop,300,0,0,0
TXN0005572,2023-12-10 02:52:38,CUST00393,David Davis,47,United States,Bronze,607,Books,Fiction,2,32.97,65.94,0.0,0.1,0.1,6.59,59.35,0.063,3.74,63.09,0.0,63.09,Credit Card,Desktop,285,0,0,1
TXN0005573,2023-12-06 10:21:56,CUST00244,Charles Miller,22,India,Silver,2431,Beauty,Fragrance,4,69.0,276.0,0.05,0.0,0.05,13.8,262.2,0.1,26.22,288.42,0.0,288.42,PayPal,Mobile,35,0,0,0
TXN0005574,2023-06-16 20:46:42,CUST00493,Barbara Jackson,47,United Kingdom,Bronze,1101,Toys,Educational,2,75.68,151.36,0.0,0.0,0.0,0.0,151.36,0.089,13.47,164.83,0.0,164.83,Gift Card,Mobile,262,0,0,1
TXN0005575,2024-10-16 14:33:06,CUST01363,Lisa Kumar,28,United Kingdom,Silver,970,Toys,Outdoor,1,5.99,5.99,0.05,0.0,0.05,0.3,5.69,0.05,0.28,5.97,6.37,12.34,Debit Card,Desktop,84,0,0,0
TXN0005576,2023-09-14 14:48:53,CUST00201,James Rodriguez,27,Canada,Silver,662,Beauty,Makeup,3,125.39,376.17,0.05,0.1,0.15,56.43,319.74,0.099,31.65,351.39,0.0,351.39,Credit Card,Desktop,203,0,0,0
TXN0005577,2023-12-02 19:15:00,CUST00402,Mary Young,53,United States,Silver,331,Electronics,Laptop,1,941.06,941.06,0.05,0.1,0.15,141.16,799.9,0.095,75.99,875.89,0.0,875.89,Crypto,Mobile,312,0,0,0
TXN0005578,2023-09-01 02:41:48,CUST00161,Linda Chen,51,United States,Gold,1247,Electronics,Tablet,1,1186.47,1186.47,0.1,0.0,0.1,118.65,1067.82,0.123,131.34,1199.16,0.0,1199.16,Google Pay,Mobile,53,0,0,0
TXN0005579,2024-02-06 21:41:26,CUST00602,John Rodriguez,47,Australia,Silver,3512,Home & Garden,Cleaning Supplies,2,189.42,378.84,0.05,0.15,0.2,75.77,303.07,0.05,15.15,318.22,0.0,318.22,Gift Card,Desktop,95,0,0,0
TXN0005580,2024-07-20 16:57:58,CUST00713,Sofia Brown,64,United States,Bronze,3030,Electronics,Headphones,3,626.34,1879.02,0.0,0.0,0.0,0.0,1879.02,0.065,122.14,2001.16,0.0,2001.16,Debit Card,Desktop,71,0,0,0
TXN0005581,2024-12-16 12:29:37,CUST00476,Mohammed Johnson,26,United Kingdom,Bronze,3371,Beauty,Sunscreen,2,54.75,109.5,0.0,0.0,0.0,0.0,109.5,0.075,8.21,117.71,0.0,117.71,Bank Transfer,Desktop,173,0,0,0
TXN0005582,2024-02-13 08:51:52,CUST00207,Mohammed Patel,63,Brazil,Bronze,2872,Sports,Weights,1,73.56,73.56,0.0,0.1,0.1,7.36,66.2,0.11,7.28,73.48,0.0,73.48,Bank Transfer,Mobile,310,0,0,1
TXN0005583,2023-09-01 04:47:19,CUST01299,Linda Rodriguez,36,United States,Bronze,2567,Books,Textbook,1,69.08,69.08,0.0,0.15,0.15,10.36,58.72,0.128,7.52,66.24,0.0,66.24,PayPal,Mobile,357,0,0,1
TXN0005584,2024-04-15 00:38:27,CUST00317,Elena Thompson,20,Australia,Gold,2561,Toys,Doll,2,197.39,394.78,0.1,0.05,0.15,59.22,335.56,0.115,38.59,374.15,0.0,374.15,Debit Card,Mobile,361,0,0,0
TXN0005585,2023-10-19 23:44:51,CUST00179,Jessica Nguyen,49,United States,Platinum,3362,Clothing,Shoes,1,42.66,42.66,0.15,0.0,0.15,6.4,36.26,0.112,4.06,40.32,7.2,47.52,Debit Card,Desktop,158,0,0,0
TXN0005586,2024-08-18 15:44:53,CUST00675,Mohammed Davis,26,United States,Bronze,2841,Home & Garden,Lighting,1,157.98,157.98,0.0,0.0,0.0,0.0,157.98,0.119,18.8,176.78,0.0,176.78,Debit Card,Desktop,313,0,0,1
TXN0005587,2023-05-24 23:21:23,CUST00764,Michael Wilson,59,Canada,Bronze,3226,Home & Garden,Lighting,1,575.17,575.17,0.0,0.0,0.0,0.0,575.17,0.124,71.32,646.49,0.0,646.49,PayPal,Desktop,319,0,0,1
TXN0005588,2023-04-30 01:03:40,CUST01479,Richard Allen,61,United States,Bronze,2582,Electronics,TV,1,545.51,545.51,0.0,0.05,0.05,27.28,518.23,0.099,51.3,569.53,0.0,569.53,Debit Card,Mobile,249,0,0,1
TXN0005589,2023-02-05 04:07:14,CUST00376,Jessica Chen,44,India,Bronze,1328,Clothing,Hoodie,4,240.01,960.04,0.0,0.0,0.0,0.0,960.04,0.059,56.64,1016.68,0.0,1016.68,Bank Transfer,Desktop,288,0,0,1
TXN0005590,2024-10-14 07:36:04,CUST00211,Richard Allen,61,United States,Gold,616,Books,Science,1,33.9,33.9,0.1,0.0,0.1,3.39,30.51,0.104,3.17,33.68,9.6,43.28,Apple Pay,Mobile,285,0,0,0
TXN0005591,2023-02-05 23:15:15,CUST01193,David Thompson,44,United Kingdom,Silver,2536,Toys,Educational,2,113.23,226.46,0.05,0.15,0.2,45.29,181.17,0.054,9.78,190.95,0.0,190.95,Credit Card,Desktop,149,0,0,0
TXN0005592,2024-02-18 21:12:34,CUST00859,Michael Allen,63,United States,Bronze,2784,Beauty,Skincare,1,74.36,74.36,0.0,0.0,0.0,0.0,74.36,0.065,4.83,79.19,0.0,79.19,PayPal,Mobile,132,0,0,0
TXN0005593,2023-09-18 23:41:01,CUST01334,Jessica Anderson,69,India,Silver,1676,Groceries,Fresh Produce,1,33.49,33.49,0.05,0.0,0.05,1.67,31.82,0.127,4.04,35.86,8.74,44.6,Credit Card,Mobile,251,0,0,0
TXN0005594,2024-06-27 03:50:10,CUST00506,Carlos Martin,19,United States,Silver,78,Books,Biography,1,58.58,58.58,0.05,0.0,0.05,2.93,55.65,0.136,7.57,63.22,0.0,63.22,Credit Card,Tablet,99,0,0,0
TXN0005595,2023-04-11 20:56:37,CUST01165,Thomas Moore,43,Mexico,Bronze,1616,Toys,Educational,1,148.28,148.28,0.0,0.05,0.05,7.41,140.87,0.072,10.14,151.01,0.0,151.01,Bank Transfer,Desktop,203,0,0,1
TXN0005596,2023-04-18 13:07:21,CUST00119,Linda Wilson,45,Canada,Bronze,2769,Toys,Action Figure,1,235.74,235.74,0.0,0.1,0.1,23.57,212.17,0.104,22.07,234.24,0.0,234.24,PayPal,Desktop,310,0,0,1
TXN0005597,2023-01-27 00:51:23,CUST01200,Sofia Brown,65,India,Gold,1728,Electronics,Smart Watch,1,153.81,153.81,0.1,0.15,0.25,38.45,115.36,0.098,11.31,126.67,0.0,126.67,Credit Card,Mobile,147,0,0,0
TXN0005598,2024-07-05 09:10:21,CUST01248,Karen Brown,70,Canada,Bronze,1692,Sports,Bicycle,2,39.48,78.96,0.0,0.0,0.0,0.0,78.96,0.114,9.0,87.96,0.0,87.96,Debit Card,Mobile,345,0,0,1
TXN0005599,2024-06-06 18:11:31,CUST00059,Charles Young,51,United States,Bronze,2773,Sports,Swimming,4,71.91,287.64,0.0,0.0,0.0,0.0,287.64,0.062,17.83,305.47,0.0,305.47,Apple Pay,Desktop,247,0,0,1
TXN0005600,2023-09-06 15:36:41,CUST01041,Mohammed Singh,26,United States,Silver,64,Toys,Board Game,2,59.6,119.2,0.05,0.0,0.05,5.96,113.24,0.065,7.36,120.6,0.0,120.6,PayPal,Mobile,356,0,0,0
TXN0005601,2024-01-22 22:36:09,CUST00201,James Rodriguez,27,Canada,Silver,662,Sports,Gym Equipment,3,575.61,1726.83,0.05,0.0,0.05,86.34,1640.49,0.069,113.19,1753.68,0.0,1753.68,Debit Card,Desktop,261,0,0,0
TXN0005602,2024-10-04 21:57:04,CUST00192,Ibrahim White,39,Japan,Silver,3390,Clothing,Dress,1,289.63,289.63,0.05,0.0,0.05,14.48,275.15,0.088,24.21,299.36,0.0,299.36,Credit Card,Mobile,279,0,0,0
TXN0005603,2024-05-10 20:37:52,CUST01482,William Moore,39,India,Silver,102,Electronics,Smartphone,1,97.2,97.2,0.05,0.0,0.05,4.86,92.34,0.138,12.74,105.08,0.0,105.08,Credit Card,Mobile,16,0,0,0
TXN0005604,2023-08-08 19:01:26,CUST00327,Barbara Williams,66,United States,Bronze,2132,Sports,Camping,1,274.63,274.63,0.0,0.15,0.15,41.19,233.44,0.07,16.34,249.78,0.0,249.78,PayPal,Mobile,90,0,0,0
TXN0005605,2024-05-12 17:22:54,CUST00275,Mohammed Young,56,United States,Bronze,674,Books,History,1,65.43,65.43,0.0,0.0,0.0,0.0,65.43,0.077,5.04,70.47,0.0,70.47,Debit Card,Mobile,77,0,0,0
TXN0005606,2023-06-08 18:51:31,CUST00790,Jennifer Anderson,58,United States,Silver,887,Groceries,Meat,1,51.54,51.54,0.05,0.0,0.05,2.58,48.96,0.098,4.8,53.76,9.13,62.89,Gift Card,Mobile,331,0,0,0
TXN0005607,2024-12-30 06:58:16,CUST00106,Joseph Jones,69,Canada,Silver,2319,Books,Non-Fiction,1,57.71,57.71,0.05,0.0,0.05,2.89,54.82,0.147,8.06,62.88,0.0,62.88,PayPal,Mobile,208,0,0,0
TXN0005608,2023-11-19 08:53:22,CUST01184,Linda Kumar,53,United States,Silver,3389,Clothing,Jacket,1,25.49,25.49,0.05,0.0,0.05,1.27,24.22,0.147,3.56,27.78,7.57,35.35,Apple Pay,Mobile,301,0,0,0
TXN0005609,2024-05-03 05:24:19,CUST00834,Ibrahim Martin,73,United States,Gold,1343,Home & Garden,Bedding,3,55.83,167.49,0.1,0.0,0.1,16.75,150.74,0.114,17.18,167.92,0.0,167.92,Credit Card,Tablet,329,0,0,0
TXN0005610,2023-03-02 18:00:07,CUST01148,Aisha Ahmed,54,Brazil,Bronze,2312,Home & Garden,Cookware,4,251.09,1004.36,0.0,0.1,0.1,100.44,903.92,0.15,135.59,1039.51,0.0,1039.51,Credit Card,Desktop,187,0,0,1
TXN0005611,2023-04-15 23:49:27,CUST00182,Carlos Singh,52,Canada,Bronze,2153,Beauty,Men Grooming,2,49.79,99.58,0.0,0.1,0.1,9.96,89.62,0.104,9.32,98.94,0.0,98.94,Apple Pay,Mobile,268,0,0,1
TXN0005612,2023-07-02 08:32:47,CUST01429,Jessica Garcia,49,Brazil,Silver,146,Electronics,TV,3,1495.06,4485.18,0.05,0.0,0.05,224.26,4260.92,0.055,234.35,4495.27,0.0,4495.27,Credit Card,Mobile,288,0,1,0
TXN0005613,2023-04-27 15:52:17,CUST01404,Mary Kim,38,Mexico,Bronze,1866,Groceries,Bakery,1,17.85,17.85,0.0,0.05,0.05,0.89,16.96,0.147,2.49,19.45,4.82,24.27,Google Pay,Mobile,63,0,0,0
TXN0005614,2024-02-04 22:18:00,CUST00687,Thomas Anderson,42,United States,Bronze,2475,Clothing,Dress,3,46.29,138.87,0.0,0.0,0.0,0.0,138.87,0.15,20.83,159.7,0.0,159.7,Debit Card,Desktop,205,0,0,1
TXN0005615,2023-08-14 20:20:37,CUST00460,Mary Harris,26,United Kingdom,Silver,266,Toys,Video Game,1,60.16,60.16,0.05,0.0,0.05,3.01,57.15,0.138,7.89,65.04,0.0,65.04,Google Pay,Mobile,105,0,0,0
TXN0005616,2023-12-03 23:37:22,CUST00679,Mary Harris,21,United States,Silver,3395,Sports,Gym Equipment,2,233.51,467.02,0.05,0.15,0.2,93.4,373.62,0.14,52.31,425.93,0.0,425.93,PayPal,Tablet,61,0,0,0
TXN0005617,2024-07-21 23:32:32,CUST01123,Yuki Lee,46,Australia,Bronze,3381,Clothing,Dress,2,205.57,411.14,0.0,0.15,0.15,61.67,349.47,0.112,39.14,388.61,0.0,388.61,Apple Pay,Mobile,341,0,0,1
TXN0005618,2023-06-13 05:01:57,CUST00801,Robert Miller,64,United States,Silver,534,Electronics,Smartphone,4,548.06,2192.24,0.05,0.0,0.05,109.61,2082.63,0.062,129.12,2211.75,0.0,2211.75,Apple Pay,Desktop,357,0,0,0
TXN0005619,2023-07-24 10:39:24,CUST00490,Barbara Ahmed,18,United States,Bronze,3067,Electronics,Laptop,2,82.03,164.06,0.0,0.15,0.15,24.61,139.45,0.135,18.83,158.28,0.0,158.28,Debit Card,Desktop,142,0,1,0
TXN0005620,2024-04-05 19:21:24,CUST00541,Richard Lee,73,United States,Bronze,3370,Books,Self-Help,2,20.82,41.64,0.0,0.05,0.05,2.08,39.56,0.07,2.77,42.33,6.14,48.47,Credit Card,Mobile,67,0,0,0
TXN0005621,2023-07-14 19:50:05,CUST01283,Sofia Garcia,34,France,Bronze,770,Home & Garden,Lighting,3,24.3,72.9,0.0,0.2,0.2,14.58,58.32,0.081,4.72,63.04,0.0,63.04,PayPal,Desktop,48,0,0,0
TXN0005622,2024-11-20 03:10:00,CUST01434,Mary Jones,38,Canada,Silver,1493,Beauty,Skincare,1,46.15,46.15,0.05,0.15,0.2,9.23,36.92,0.149,5.5,42.42,4.23,46.65,Credit Card,Mobile,237,0,0,0
TXN0005623,2024-07-01 06:50:50,CUST00257,Thomas Allen,45,United States,Silver,3523,Beauty,Haircare,1,90.96,90.96,0.05,0.0,0.05,4.55,86.41,0.143,12.36,98.77,0.0,98.77,Debit Card,Desktop,356,0,0,0
TXN0005624,2024-03-28 04:34:42,CUST00795,Michael Smith,61,United States,Silver,956,Sports,Sportswear,2,487.65,975.3,0.05,0.15,0.2,195.06,780.24,0.064,49.94,830.18,0.0,830.18,Credit Card,Mobile,192,0,0,0
TXN0005625,2023-05-12 21:36:10,CUST00769,Yuki Allen,43,United Kingdom,Bronze,2743,Home & Garden,Lighting,1,128.09,128.09,0.0,0.0,0.0,0.0,128.09,0.11,14.09,142.18,0.0,142.18,Debit Card,Mobile,190,0,0,1
TXN0005626,2024-11-14 02:04:58,CUST01357,John Martin,55,Canada,Gold,623,Books,Science,3,22.27,66.81,0.1,0.0,0.1,6.68,60.13,0.07,4.21,64.34,0.0,64.34,Credit Card,Mobile,188,0,0,0
TXN0005627,2024-07-10 18:05:53,CUST00254,Sarah Nguyen,46,United States,Bronze,2521,Sports,Camping,1,523.59,523.59,0.0,0.05,0.05,26.18,497.41,0.056,27.85,525.26,0.0,525.26,PayPal,Mobile,95,0,0,0
TXN0005628,2024-02-23 05:40:18,CUST00257,Thomas Allen,45,United States,Silver,3523,Home & Garden,Tools,1,87.91,87.91,0.05,0.0,0.05,4.4,83.51,0.119,9.94,93.45,0.0,93.45,Credit Card,Desktop,109,0,0,0
TXN0005629,2023-11-10 18:06:36,CUST00564,David Patel,24,Germany,Bronze,3063,Clothing,Sneakers,2,129.59,259.18,0.0,0.0,0.0,0.0,259.18,0.126,32.66,291.84,0.0,291.84,Gift Card,Mobile,319,0,0,1
TXN0005630,2023-01-04 01:25:03,CUST00565,Linda Thompson,29,United Kingdom,Bronze,1776,Sports,Yoga Mat,3,294.95,884.85,0.0,0.0,0.0,0.0,884.85,0.113,99.99,984.84,0.0,984.84,PayPal,Mobile,305,0,0,1
TXN0005631,2023-03-03 16:06:14,CUST00399,Barbara Martin,56,Brazil,Silver,1957,Clothing,Jacket,1,10.73,10.73,0.05,0.0,0.05,0.54,10.19,0.101,1.03,11.22,6.27,17.49,Credit Card,Mobile,15,0,0,0
TXN0005632,2024-01-17 04:20:10,CUST00845,Barbara Moore,51,United States,Bronze,702,Groceries,Frozen Food,1,38.73,38.73,0.0,0.15,0.15,5.81,32.92,0.097,3.19,36.11,7.31,43.42,Credit Card,Mobile,13,0,0,0
TXN0005633,2024-02-26 21:35:28,CUST01175,John Thompson,63,United States,Gold,2125,Groceries,Organic,1,8.22,8.22,0.1,0.0,0.1,0.82,7.4,0.145,1.07,8.47,5.3,13.77,Debit Card,Mobile,126,0,0,0
TXN0005634,2023-03-28 01:56:14,CUST00747,Lisa Kim,62,Canada,Bronze,3630,Groceries,Organic,1,69.6,69.6,0.0,0.0,0.0,0.0,69.6,0.09,6.26,75.86,0.0,75.86,Credit Card,Mobile,350,0,0,1
TXN0005635,2024-02-22 13:07:41,CUST00451,Mohammed Taylor,62,United States,Gold,1238,Clothing,Hoodie,5,196.65,983.25,0.1,0.2,0.3,294.97,688.28,0.096,66.07,754.35,0.0,754.35,Bank Transfer,Desktop,101,0,0,0
TXN0005636,2024-09-22 02:00:08,CUST00950,Yuki Chen,29,Australia,Silver,716,Toys,Puzzle,2,209.94,419.88,0.05,0.05,0.1,41.99,377.89,0.097,36.66,414.55,0.0,414.55,Credit Card,Mobile,107,0,1,0
TXN0005637,2024-01-01 19:30:50,CUST00145,Linda Rodriguez,44,Canada,Gold,2858,Sports,Swimming,1,233.79,233.79,0.1,0.0,0.1,23.38,210.41,0.125,26.3,236.71,0.0,236.71,Credit Card,Mobile,203,0,0,0
TXN0005638,2024-11-11 23:37:57,CUST01176,Lisa Garcia,42,United Kingdom,Bronze,729,Sports,Swimming,3,80.95,242.85,0.0,0.15,0.15,36.43,206.42,0.078,16.1,222.52,0.0,222.52,PayPal,Mobile,80,0,0,0
TXN0005639,2024-03-31 22:25:06,CUST00532,Jessica Harris,53,United Kingdom,Bronze,137,Home & Garden,Plants,2,256.18,512.36,0.0,0.1,0.1,51.24,461.12,0.087,40.12,501.24,0.0,501.24,Debit Card,Desktop,298,0,0,1
TXN0005640,2023-11-20 06:56:45,CUST01105,John Young,43,United Kingdom,Bronze,346,Books,Non-Fiction,2,36.46,72.92,0.0,0.0,0.0,0.0,72.92,0.073,5.32,78.24,0.0,78.24,PayPal,Tablet,116,0,0,0
TXN0005641,2023-01-29 11:02:46,CUST00155,Barbara Nguyen,26,Australia,Gold,450,Groceries,Bakery,1,82.11,82.11,0.1,0.0,0.1,8.21,73.9,0.132,9.75,83.65,0.0,83.65,Credit Card,Mobile,45,0,0,0
TXN0005642,2024-11-05 03:47:04,CUST00535,Priya Kumar,53,Brazil,Platinum,2372,Books,Textbook,3,69.54,208.62,0.15,0.05,0.2,41.72,166.9,0.127,21.2,188.1,0.0,188.1,PayPal,Mobile,20,0,0,0
TXN0005643,2024-11-15 22:20:01,CUST00023,Aisha Garcia,68,Germany,Silver,1606,Toys,Board Game,1,52.56,52.56,0.05,0.0,0.05,2.63,49.93,0.058,2.9,52.83,9.05,61.88,Apple Pay,Desktop,311,0,0,0
TXN0005644,2024-11-22 19:00:30,CUST00817,Susan Lee,61,United States,Silver,419,Sports,Running Shoes,5,229.84,1149.2,0.05,0.0,0.05,57.46,1091.74,0.073,79.7,1171.44,0.0,1171.44,Apple Pay,Desktop,182,0,0,0
TXN0005645,2024-12-10 19:06:17,CUST01064,David Smith,28,France,Silver,1651,Groceries,Fresh Produce,1,50.18,50.18,0.05,0.0,0.05,2.51,47.67,0.126,6.01,53.68,5.9,59.58,Credit Card,Desktop,23,0,0,0
TXN0005646,2023-04-13 18:37:06,CUST00727,Ibrahim Brown,37,France,Silver,2737,Home & Garden,Cleaning Supplies,2,280.23,560.46,0.05,0.0,0.05,28.02,532.44,0.095,50.58,583.02,0.0,583.02,PayPal,Mobile,91,0,0,0
TXN0005647,2023-04-23 20:55:38,CUST01081,Patricia Thompson,60,United States,Gold,561,Books,Children,2,42.07,84.14,0.1,0.15,0.25,21.04,63.1,0.081,5.11,68.21,0.0,68.21,Credit Card,Desktop,357,0,0,0
TXN0005648,2023-06-22 04:04:17,CUST00410,Yuki Thompson,52,Canada,Silver,1975,Groceries,Fresh Produce,1,60.0,60.0,0.05,0.05,0.1,6.0,54.0,0.059,3.19,57.19,0.0,57.19,PayPal,Mobile,51,0,0,0
TXN0005649,2023-05-15 05:08:38,CUST00785,Aisha Young,55,Japan,Bronze,826,Electronics,TV,2,541.59,1083.18,0.0,0.2,0.2,216.64,866.54,0.114,98.79,965.33,0.0,965.33,Credit Card,Mobile,17,0,0,0
TXN0005650,2024-12-21 13:32:33,CUST00999,Carlos Kim,49,Australia,Gold,2247,Toys,Puzzle,1,44.79,44.79,0.1,0.0,0.1,4.48,40.31,0.074,2.98,43.29,8.63,51.92,Credit Card,Desktop,28,0,0,0
TXN0005651,2023-12-01 05:11:30,CUST00629,Jessica Thomas,52,Germany,Gold,3185,Sports,Gym Equipment,5,36.67,183.35,0.1,0.15,0.25,45.84,137.51,0.064,8.8,146.31,0.0,146.31,Google Pay,Mobile,191,0,0,0
TXN0005652,2024-04-15 08:15:15,CUST00909,Ibrahim Thompson,27,United States,Bronze,3449,Groceries,Bakery,1,25.85,25.85,0.0,0.0,0.0,0.0,25.85,0.087,2.25,28.1,6.25,34.35,Debit Card,Mobile,163,0,0,0
TXN0005653,2023-01-30 18:29:05,CUST00552,Karen Thompson,73,Germany,Silver,3268,Sports,Yoga Mat,1,156.81,156.81,0.05,0.0,0.05,7.84,148.97,0.118,17.58,166.55,0.0,166.55,Credit Card,Mobile,323,0,0,0
TXN0005654,2023-04-17 15:21:51,CUST00882,Thomas Williams,68,United Kingdom,Bronze,2229,Clothing,Jeans,1,258.12,258.12,0.0,0.0,0.0,0.0,258.12,0.072,18.58,276.7,0.0,276.7,Apple Pay,Desktop,340,0,0,1
TXN0005655,2024-09-24 12:16:23,CUST00408,Elena Thompson,26,United States,Silver,695,Books,History,4,14.25,57.0,0.05,0.1,0.15,8.55,48.45,0.132,6.4,54.85,6.25,61.1,Debit Card,Mobile,215,0,0,0
TXN0005656,2023-02-02 16:10:10,CUST00182,Carlos Singh,52,Canada,Bronze,2153,Clothing,Jeans,5,236.59,1182.95,0.0,0.0,0.0,0.0,1182.95,0.113,133.67,1316.62,0.0,1316.62,Debit Card,Mobile,246,0,0,1
TXN0005657,2024-11-18 21:08:46,CUST00206,Fatima Taylor,32,France,Bronze,433,Sports,Yoga Mat,4,373.82,1495.28,0.0,0.1,0.1,149.53,1345.75,0.099,133.23,1478.98,0.0,1478.98,Credit Card,Mobile,228,0,0,1
TXN0005658,2024-08-13 04:51:21,CUST00393,David Davis,47,United States,Bronze,607,Sports,Sportswear,4,256.81,1027.24,0.0,0.0,0.0,0.0,1027.24,0.097,99.64,1126.88,0.0,1126.88,Debit Card,Mobile,87,0,0,0
TXN0005659,2023-06-05 12:10:55,CUST00109,Priya Singh,48,Canada,Gold,3470,Beauty,Sunscreen,1,133.63,133.63,0.1,0.0,0.1,13.36,120.27,0.088,10.58,130.85,0.0,130.85,Google Pay,Desktop,162,0,0,0
TXN0005660,2024-07-14 10:07:03,CUST00098,Jennifer Kim,23,United States,Silver,2566,Beauty,Men Grooming,5,56.04,280.2,0.05,0.0,0.05,14.01,266.19,0.057,15.17,281.36,0.0,281.36,Bank Transfer,Desktop,119,0,0,0
TXN0005661,2024-02-10 14:56:14,CUST00329,Joseph Kumar,40,Japan,Bronze,1653,Books,Fiction,1,19.05,19.05,0.0,0.0,0.0,0.0,19.05,0.063,1.2,20.25,7.69,27.94,Debit Card,Desktop,78,0,0,0
TXN0005662,2023-05-16 09:39:25,CUST00385,Yuki Ahmed,54,United States,Gold,362,Groceries,Meat,1,89.23,89.23,0.1,0.1,0.2,17.85,71.38,0.112,7.99,79.37,0.0,79.37,Credit Card,Mobile,123,0,0,0
TXN0005663,2023-08-10 04:25:15,CUST00047,William Harris,33,Brazil,Bronze,3339,Books,Children,4,55.17,220.68,0.0,0.1,0.1,22.07,198.61,0.097,19.27,217.88,0.0,217.88,Credit Card,Desktop,132,0,0,0
TXN0005664,2024-09-10 13:57:28,CUST00418,Michael White,50,France,Platinum,3605,Books,Non-Fiction,3,19.83,59.49,0.15,0.15,0.3,17.85,41.64,0.113,4.71,46.35,7.22,53.57,Credit Card,Mobile,7,0,0,0
TXN0005665,2023-02-10 20:59:28,CUST00069,William Thompson,49,United States,Gold,238,Toys,Educational,2,217.21,434.42,0.1,0.1,0.2,86.88,347.54,0.115,39.97,387.51,0.0,387.51,Credit Card,Desktop,83,0,0,0
TXN0005666,2024-08-31 16:36:07,CUST01194,Mary Brown,54,Germany,Silver,389,Home & Garden,Bedding,1,712.55,712.55,0.05,0.15,0.2,142.51,570.04,0.067,38.19,608.23,0.0,608.23,Google Pay,Mobile,78,0,0,0
TXN0005667,2023-10-28 06:31:44,CUST01173,David Nguyen,59,Brazil,Gold,2972,Clothing,Hoodie,5,216.57,1082.85,0.1,0.1,0.2,216.57,866.28,0.088,76.23,942.51,0.0,942.51,Debit Card,Mobile,226,0,0,0
TXN0005668,2023-02-12 05:21:35,CUST00191,Priya Kumar,26,India,Bronze,3265,Clothing,Jeans,3,74.79,224.37,0.0,0.0,0.0,0.0,224.37,0.08,17.95,242.32,0.0,242.32,PayPal,Mobile,86,0,0,0
TXN0005669,2024-10-28 21:36:24,CUST00733,Thomas White,52,Germany,Platinum,2375,Home & Garden,Furniture,5,548.67,2743.35,0.15,0.1,0.25,685.84,2057.51,0.119,244.84,2302.35,0.0,2302.35,Debit Card,Mobile,189,0,0,0
TXN0005670,2023-12-21 03:23:11,CUST01327,Patricia Miller,69,Australia,Silver,2807,Home & Garden,Plants,1,522.33,522.33,0.05,0.2,0.25,130.58,391.75,0.13,50.93,442.68,0.0,442.68,Debit Card,Tablet,114,0,0,0
TXN0005671,2024-10-29 13:19:01,CUST00834,Ibrahim Martin,73,United States,Gold,1343,Books,Self-Help,2,38.1,76.2,0.1,0.0,0.1,7.62,68.58,0.127,8.71,77.29,0.0,77.29,Credit Card,Desktop,289,0,0,0
TXN0005672,2023-02-04 21:31:00,CUST00942,Jessica Lee,39,Germany,Silver,1991,Electronics,Speaker,3,674.28,2022.84,0.05,0.0,0.05,101.14,1921.7,0.125,240.21,2161.91,0.0,2161.91,Google Pay,Desktop,51,0,0,0
TXN0005673,2023-10-05 14:34:53,CUST00025,James Kim,64,United States,Gold,3105,Home & Garden,Decor,1,112.57,112.57,0.1,0.2,0.3,33.77,78.8,0.145,11.43,90.23,0.0,90.23,Credit Card,Desktop,294,0,0,0
TXN0005674,2024-04-10 18:55:24,CUST00792,Mohammed Chen,23,United States,Bronze,1788,Beauty,Nail Care,1,111.27,111.27,0.0,0.0,0.0,0.0,111.27,0.073,8.12,119.39,0.0,119.39,Credit Card,Mobile,361,0,0,1
TXN0005675,2023-06-10 05:09:24,CUST00565,Linda Thompson,29,United Kingdom,Bronze,1776,Beauty,Skincare,1,149.43,149.43,0.0,0.1,0.1,14.94,134.49,0.149,20.04,154.53,0.0,154.53,Apple Pay,Mobile,139,0,0,0
TXN0005676,2023-07-08 09:11:11,CUST00771,Barbara Kim,24,Canada,Bronze,1162,Beauty,Sunscreen,1,126.47,126.47,0.0,0.0,0.0,0.0,126.47,0.137,17.33,143.8,0.0,143.8,Google Pay,Desktop,335,0,0,1
TXN0005677,2023-10-27 19:59:13,CUST01122,Aisha Smith,67,United States,Platinum,2554,Groceries,Fresh Produce,1,85.27,85.27,0.15,0.0,0.15,12.79,72.48,0.068,4.93,77.41,0.0,77.41,Apple Pay,Mobile,284,0,0,0
TXN0005678,2024-12-02 11:33:10,CUST00483,Karen Martin,33,India,Bronze,2928,Clothing,Hoodie,1,298.36,298.36,0.0,0.0,0.0,0.0,298.36,0.065,19.39,317.75,0.0,317.75,Credit Card,Mobile,220,0,1,1
